id,city,state,zip,region,gradeWalking,avgDaysOfEnjoyableWeather,avgInternetSpeed,avgPopulationDensity,percentDemocrat,percentGraduates,percentIndependent,percentNonReligious,percentReligious,percentRepublican,percentSingle,avgHomePrice,avgCostOfLiving,gradeAirQuality,gradeLowTraffic,gradeSafety,lat,lon,pizzaPlaceTotal,pizzaRatingAvg,group
235,Broken Arrow,OK,74012,South,0.091954023,0.214723926,0.136054422,0.010144161,0.313253012,0.356164384,0,0.565789474,0.434210526,0.707317073,0.244444444,0.063677337,0.055969907,0.705882353,0.705882353,0.705882353,36.060949,-95.7974526,113,4.08,0
236,Greensboro,NC,27406,South,0.206896552,0.202453988,0.047619048,0.017575979,0.578313253,0.410958904,0.2,0.697368421,0.302631579,0.426829268,0.577777778,0.057667861,0.225241585,0.529411765,0.764705882,0.294117647,36.0726354,-79.7919754,106,3.94,0
237,Winston Salem,NC,27107,South,0.135632184,0.312883436,0.176870748,0.016694468,0.518072289,0.397260274,0.2,0.657894737,0.342105263,0.487804878,0.577777778,0.044262106,0.128315714,0.411764706,0.705882353,0,36.0998596,-80.244216,104,4.06,0
238,Tulsa,OK,74133,South,0.298850575,0.17791411,0.156462585,0.021251204,0.313253012,0.342465753,0,0.565789474,0.434210526,0.707317073,0.511111111,0.057436727,0.055969907,0.411764706,0.882352941,0,36.1539816,-95.992775,124,3.98,0
239,Nashville,TN,37211,South,0.189655172,0.18404908,0.142857143,0.019895032,0.590361446,0.424657534,0.4,0.631578947,0.368421053,0.414634146,0.6,0.086790708,0.112620793,0.235294118,0.470588235,0.235294118,36.1626638,-86.7816016,106,4.07,0
240,Las Vegas,NV,89110,West,0.328735632,0.263803681,0.197278912,0.008977854,0.554216867,0.232876712,0.4,0.842105263,0.157894737,0.43902439,0.511111111,0.084479371,0.208184707,0.647058824,0.529411765,0.411764706,36.1699412,-115.1398296,119,4.25,0
241,North Las Vegas,NV,89031,West,0.232183908,0.233128834,0.231292517,0.052836432,0.554216867,0.164383562,0.4,0.842105263,0.157894737,0.43902439,0.444444444,0.077314226,0.208184707,0.647058824,0.235294118,0.470588235,36.1988592,-115.1175013,148,4.16,0
242,Johnson City,TN,37601,South,0.16091954,0.288343558,0.074829932,0.010483204,0.240963855,0.424657534,0.4,0.605263158,0.394736842,0.756097561,0.6,0.053045187,0.14880991,0.294117647,0.764705882,0.294117647,36.3134397,-82.3534727,94,4.18,0
243,Visalia,CA,93291,West,0.298850575,0.18404908,0.183673469,0.008055657,0.361445783,0.301369863,0.4,0.631578947,0.368421053,0.634146341,0.4,0.086328441,0.475063234,0,0.705882353,0.411764706,36.3302284,-119.2920585,88,4.19,1
244,Clarksville,TN,37042,South,0.068965517,0.159509202,0.088435374,0.00752675,0.409638554,0.246575342,0.4,0.723684211,0.276315789,0.585365854,0.333333333,0.066219808,0.111939815,0.411764706,0.529411765,0.470588235,36.5297706,-87.3594528,89,3.95,0
245,Salinas,CA,93905,West,0.494252874,0.680981595,0.197278912,0.007852232,0.674698795,0.095890411,0.4,0.723684211,0.276315789,0.317073171,0.488888889,0.189876343,0.079155587,1,0.411764706,0.411764706,36.6777372,-121.6555013,90,4.06,0
246,Fresno,CA,93722,West,0.368965517,0.196319018,0.231292517,0.019406811,0.457831325,0.191780822,0.4,0.684210526,0.315789474,0.548780488,0.577777778,0.09187565,0.217750827,0,0.529411765,0.235294118,36.7377981,-119.7871247,111,4.15,0
247,Chesapeake,VA,23322,South,0.124137931,0.306748466,0.265306122,0.008611687,0.481927711,0.328767123,0.2,0.934210526,0.065789474,0.524390244,0.288888889,0.106668208,0.141967702,0.529411765,0.235294118,0.529411765,36.7682088,-76.2874927,136,3.99,0
248,Clovis,CA,93611,West,0.275862069,0.196319018,0.231292517,0.00736401,0.457831325,0.301369863,0.4,0.684210526,0.315789474,0.548780488,0.466666667,0.129319311,0.475063234,0,0.882352941,0.470588235,36.8252277,-119.7029194,106,4.18,1
249,Portsmouth,VA,23703,South,0.287356322,0.288343558,0.204081633,0.038284715,0.710843373,0.191780822,0.2,0.802631579,0.197368421,0.292682927,0.666666667,0.050710736,0.141967702,0.529411765,0.411764706,0,36.8354258,-76.2982742,132,4.03,0
250,Norfolk,VA,23503,South,0.385057471,0.288343558,0.156462585,0.06066154,0.734939759,0.287671233,0.2,0.842105263,0.157894737,0.256097561,0.644444444,0.078932162,0.137881834,0.764705882,0.647058824,0.235294118,36.8507689,-76.2858726,133,4.05,0
251,Virginia Beach,VA,23464,South,0.242528736,0.306748466,0.183673469,0.024695879,0.457831325,0.383561644,0.2,0.868421053,0.131578947,0.548780488,0.377777778,0.107823876,0.137881834,0.764705882,0.529411765,0.647058824,36.8529263,-75.977985,116,4.07,0
252,Madera,CA,93638,West,0.344827586,0.196319018,0.25170068,0.002156312,0.34939759,0.04109589,0.4,0.894736842,0.105263158,0.646341463,0.555555556,0.089291575,0.475063234,0,0.647058824,0.411764706,36.9613356,-120.0607176,54,4.09,1
253,Bowling Green,KY,42101,South,0.252873563,0.196319018,0.040816327,0.003214126,0.337349398,0.287671233,0.4,0.631578947,0.368421053,0.658536585,0.755555556,0.075234023,0.081230949,0.705882353,1,0.235294118,36.9685219,-86.4808043,87,4.13,0
254,Santa Cruz,CA,95060,West,0.563218391,0.779141104,0.047619048,0.015216242,0.78313253,0.643835616,0.8,0.868421053,0.131578947,0.182926829,0.8,0.388651335,0.475063234,1,0.647058824,0,36.9741171,-122.0307963,86,4.22,1
255,Hampton,VA,23666,South,0.229885057,0.288343558,0.19047619,0.036535254,0.746987952,0.219178082,0.2,0.842105263,0.157894737,0.256097561,0.555555556,0.063469317,0.137881834,0.529411765,0.529411765,0.470588235,37.0298687,-76.3452218,132,4.01,0
256,Newport News,VA,23608,South,0.252873563,0.27607362,0.224489796,0.04189213,0.65060241,0.273972603,0.2,0.868421053,0.131578947,0.341463415,0.555555556,0.072599099,0.137881834,0.764705882,0.470588235,0.470588235,37.0870821,-76.4730122,110,3.93,0
257,Springfield,MO,65807,Midwest,0.287356322,0.239263804,0.156462585,0.01282938,0.325301205,0.273972603,0.4,0.578947368,0.421052632,0.670731707,0.666666667,0.04518664,0.085997795,0.647058824,0.941176471,0,37.2089572,-93.2922989,94,4.17,0
258,Roanoke,VA,24018,South,0.356321839,0.355828221,0.149659864,0.015270488,0.590361446,0.273972603,0.6,0.657894737,0.342105263,0.390243902,0.6,0.057205593,0.091445619,0.705882353,0.941176471,0.235294118,37.2709704,-79.9414266,84,4.13,0
259,Merced,CA,95340,West,0.333333333,0.220858896,0.231292517,0.005370438,0.506024096,0.136986301,0.4,0.657894737,0.342105263,0.487804878,0.555555556,0.088545476,0.475063234,0,0.647058824,0.411764706,37.3021632,-120.4829677,69,4.11,1
260,San Jose,CA,95123,West,0.437931034,0.779141104,0.217687075,0.048632301,0.722891566,0.452054795,0.6,0.75,0.25,0.268292683,0.333333333,0.355136947,0.655295415,0.764705882,0.235294118,0.529411765,37.3382082,-121.8863286,116,4.29,1
261,Santa Clara,CA,95051,West,0.528735632,0.674846626,0.272108844,0.085276049,0.722891566,0.671232877,0.4,0.75,0.25,0.268292683,0.288888889,0.425632729,0.475063234,0.764705882,0.529411765,0.647058824,37.3541079,-121.9552356,124,4.27,1
262,Sunnyvale,CA,94087,West,0.517241379,0.674846626,0.231292517,0.092463756,0.722891566,0.739726027,0.6,0.75,0.25,0.268292683,0.2,0.481567087,0.449153642,0.764705882,0.411764706,0.764705882,37.36883,-122.0363496,136,4.25,1
263,Lynchburg,VA,24502,South,0.195402299,0.282208589,0.088435374,0.009371143,0.409638554,0.369863014,0.2,0.631578947,0.368421053,0.597560976,0.711111111,0.058592396,0.087359751,0.764705882,0.941176471,0.529411765,37.4137536,-79.1422464,80,4.06,0
264,Palo Alto,CA,94303,West,0.505747126,0.81595092,0.224489796,0.059495233,0.722891566,1,0.4,0.75,0.25,0.268292683,0.2,1,0.496919385,0.529411765,0.647058824,0.705882353,37.4418834,-122.1430195,134,4.19,1
265,Redwood City,CA,94061,West,0.517241379,0.81595092,0.231292517,0.01662666,0.734939759,0.465753425,0.4,0.763157895,0.236842105,0.256097561,0.4,0.620478447,0.655295415,0.529411765,0.294117647,0.647058824,37.4847955,-122.228141,138,4.15,1
266,Richmond,VA,23223,South,0.450574713,0.226993865,0.204081633,0.031137692,0.807228916,0.410958904,0.4,0.697368421,0.302631579,0.182926829,0.844444444,0.084826072,0.118749595,0.529411765,0.647058824,0.235294118,37.5407246,-77.4360481,127,4.09,0
267,Fremont,CA,94536,West,0.396551724,0.81595092,0.19047619,0.042421037,0.819277108,0.616438356,0.6,0.855263158,0.144736842,0.158536585,0.155555556,0.374783312,0.475063234,0.529411765,0,0.705882353,37.5485396,-121.988583,170,4.13,1
268,San Mateo,CA,94403,West,0.609195402,0.81595092,0.244897959,0.099407353,0.734939759,0.534246575,0.4,0.763157895,0.236842105,0.256097561,0.4,0.49173697,0.441630456,0.529411765,0.235294118,0.705882353,37.5629917,-122.3255254,155,4.17,1
269,Modesto,CA,95355,West,0.390804598,0.325153374,0.156462585,0.015894327,0.469879518,0.164383562,0.4,0.736842105,0.263157895,0.512195122,0.444444444,0.103894603,0.475063234,0,0.235294118,0,37.6392595,-120.9970014,101,4.18,1
270,Hayward,CA,94544,West,0.471264368,0.81595092,0.197278912,0.052402457,0.831325301,0.301369863,0.6,0.855263158,0.144736842,0.158536585,0.444444444,0.236796487,0.44983462,0.529411765,0,0.470588235,37.6687665,-122.0809964,156,4.17,1
271,Wichita,KS,67212,Midwest,0.251724138,0.159509202,0.163265306,0.020979969,0.34939759,0.315068493,0.4,0.697368421,0.302631579,0.646341463,0.4,0.043337571,0.092807575,0.705882353,0.941176471,0,37.6871761,-97.330053,97,3.93,0
272,Daly City,CA,94015,West,0.586206897,0.668711656,0.244897959,0.121106093,0.734939759,0.342465753,0.4,0.763157895,0.236842105,0.256097561,0.355555556,0.372471975,0.503761593,0.529411765,0,0.705882353,37.6879241,-122.4702079,134,4.24,1
273,San Leandro,CA,94577,West,0.574712644,0.81595092,0.156462585,0.090280321,0.831325301,0.301369863,0.6,0.855263158,0.144736842,0.158536585,0.444444444,0.266150468,0.441630456,0.529411765,0,0.235294118,37.7257663,-122.1568554,168,4.23,1
274,Tracy,CA,95376,West,0.333333333,0.601226994,0.204081633,0.004597421,0.518072289,0.191780822,0.4,0.815789474,0.184210526,0.475609756,0.2,0.196348087,0.323529412,0.764705882,0,0.647058824,37.7395818,-121.4260018,93,4.09,1
275,San Francisco,CA,94112,West,0.849425287,0.81595092,0.210884354,0.220689749,0.879518072,0.671232877,0.6,0.763157895,0.236842105,0.085365854,0.622222222,0.543279787,0.655295415,0.529411765,0,0,37.7749295,-122.4194155,119,4.29,1
276,Oakland,CA,94601,West,0.672413793,0.81595092,0.176870748,0.075443807,0.831325301,0.465753425,0.6,0.855263158,0.144736842,0.158536585,0.622222222,0.307754536,0.44983462,0.529411765,0,0,37.8043514,-122.2711639,144,4.27,1
277,Berkeley,CA,94704,West,0.793103448,0.81595092,0.183673469,0.104018335,0.831325301,0.890410959,0.6,0.855263158,0.144736842,0.158536585,0.733333333,0.497284179,0.44983462,0.529411765,0.294117647,0.235294118,37.8715226,-122.273042,154,4.24,1
278,Richmond,CA,94804,West,0.505747126,0.81595092,0.19047619,0.056606588,0.674698795,0.273972603,0.4,0.802631579,0.197368421,0.317073171,0.6,0.177395123,0.118749595,0.529411765,0,0.176470588,37.9357576,-122.3477486,169,4.15,0
279,Stockton,CA,95206,West,0.344827586,0.325153374,0.183673469,0.013154861,0.530120482,0.178082192,0.4,0.815789474,0.184210526,0.475609756,0.488888889,0.101583266,0.248459693,0,0.176470588,0,37.9577016,-121.2907796,110,4.12,0
280,Evansville,IN,47714,Midwest,0.367816092,0.251533742,0.068027211,0.010252655,0.409638554,0.178082192,0.4,0.644736842,0.355263158,0.597560976,0.622222222,0.039639431,0.101692717,0.176470588,0.882352941,0.176470588,37.9715592,-87.5710898,89,4.23,0
281,Concord,CA,94521,West,0.379310345,0.81595092,0.217687075,0.050788614,0.674698795,0.356164384,0.4,0.802631579,0.197368421,0.317073171,0.377777778,0.237258754,0.127634736,0.529411765,0,0.470588235,37.9779776,-122.0310733,137,4.19,0
282,Antioch,CA,94509,West,0.298850575,0.81595092,0.210884354,0.050639435,0.674698795,0.246575342,0.4,0.802631579,0.197368421,0.317073171,0.355555556,0.157517624,0.333095531,0.529411765,0,0.235294118,38.0049214,-121.805789,116,4.03,1
283,Charlottesville,VA,22903,South,0.540229885,0.294478528,0.19047619,0.006075647,0.795180723,0.602739726,0.4,0.578947368,0.421052632,0.195121951,0.822222222,0.118687161,0.17540048,0.882352941,0.941176471,0.470588235,38.0293059,-78.4766781,92,4.12,1
284,Lexington,KY,40515,South,0.274712644,0.208588957,0.040816327,0.013141299,0.469879518,0.506849315,0.6,0.697368421,0.302631579,0.512195122,0.533333333,0.06506414,0.083954861,0.764705882,0.764705882,0.294117647,38.0405837,-84.5037164,97,4.04,0
285,Vallejo,CA,94591,West,0.356321839,0.460122699,0.258503401,0.037131969,0.638554217,0.246575342,0.4,0.828947368,0.171052632,0.353658537,0.577777778,0.148503409,0.12967767,0.294117647,0,0,38.1040864,-122.2566367,122,4.1,0
286,Fairfield,CA,94533,West,0.275862069,0.460122699,0.306122449,0.013995687,0.638554217,0.273972603,0.4,0.828947368,0.171052632,0.353658537,0.422222222,0.185253669,0.475063234,0.294117647,0.176470588,0.470588235,38.2491956,-122.0405151,105,3.98,1
287,Louisville,KY,40214,South,0.243678161,0.18404908,0.06122449,0.027869319,0.542168675,0.219178082,0.2,0.592105263,0.407894737,0.463414634,0.644444444,0.06732925,0.112620793,0,0.705882353,0.411764706,38.2526647,-85.7584557,114,4.15,0
288,Pueblo,CO,81001,West,0.298850575,0.067484663,0.210884354,0.002427547,0.542168675,0.178082192,0.4,0.578947368,0.434210526,0.43902439,0.511111111,0.051658384,0.035475712,1,0.941176471,0,38.2544472,-104.6091409,87,4.04,0
289,Napa,CA,94558,West,0.390804598,0.460122699,0.170068027,0.003024262,0.626506024,0.315068493,0.4,0.815789474,0.184210526,0.365853659,0.4,0.271928811,0.475063234,0,0.647058824,0.705882353,38.2975381,-122.286865,94,4.07,1
290,Fredericksburg,VA,22407,South,0.379310345,0.263803681,0.217687075,0.008652373,0.626506024,0.397260274,0.4,0,1,0.365853659,0.755555556,0.116722524,0.387703483,0.294117647,0.176470588,0.294117647,38.3031837,-77.4605399,92,3.96,1
291,Charleston,WV,25302,South,0.252873563,0.245398773,0.156462585,0.004678791,0.397590361,0.493150685,0.4,0.855263158,0.144736842,0.597560976,0.511111111,0.040563966,0.162461898,0.411764706,1,0.294117647,38.3498195,-81.6326234,94,4.14,0
292,Vacaville,CA,95687,West,0.287356322,0.460122699,0.197278912,0.010591698,0.638554217,0.205479452,0.4,0.828947368,0.171052632,0.353658537,0.422222222,0.173696984,0.475063234,0.411764706,0.411764706,0.705882353,38.3565773,-121.9877444,75,4.03,1
293,Elk Grove,CA,95624,West,0.206896552,0.233128834,0.12244898,0.018579546,0.56626506,0.397260274,0.4,0.828947368,0.171052632,0.426829268,0.333333333,0.155206287,0.475063234,0.411764706,0,0.705882353,38.4087993,-121.3716178,126,4.14,1
294,Santa Rosa,CA,95403,West,0.367816092,0.447852761,0.224489796,0.01480939,0.734939759,0.342465753,0.6,0.894736842,0.105263158,0.243902439,0.4,0.229631342,0.475063234,0.941176471,0.470588235,0.705882353,38.440429,-122.7140548,97,4.16,1
295,Sacramento,CA,95823,West,0.383908046,0.319018405,0.170068027,0.047845722,0.56626506,0.328767123,0.4,0.828947368,0.171052632,0.426829268,0.577777778,0.120651797,0.26551657,0.411764706,0.411764706,0.294117647,38.5815719,-121.4943996,130,4.21,0
296,Ballwin,MO,63021,Midwest,0.103448276,0.165644172,0.217687075,0.03444675,0.554216867,0.671232877,0.2,0.565789474,0.434210526,0.451219512,0.155555556,0.10435687,0.099649783,0,0.294117647,0.941176471,38.5950532,-90.5462339,155,4.12,0
297,Saint Louis,MO,63129,Midwest,0.572413793,0.18404908,0.204081633,0.042949944,0.879518072,0.342465753,0.2,0.565789474,0.434210526,0.12195122,0.8,0.041026234,0.099649783,0,0.470588235,0,38.6270025,-90.1994042,140,4.11,0
298,Manassas,VA,20110,South,0.379310345,0.171779141,0.210884354,0.020857914,0.56626506,0.328767123,0.2,0.934210526,0.065789474,0.426829268,0.355555556,0.13671559,0.377456385,0.294117647,0,0.705882353,38.7509488,-77.4752667,145,3.98,1
299,Roseville,CA,95747,West,0.298850575,0.226993865,0.19047619,0.024831496,0.34939759,0.410958904,0.4,0.828947368,0.171052632,0.646341463,0.244444444,0.180630995,0.353589727,0.411764706,0.235294118,0.647058824,38.7521235,-121.2880059,133,4.24,0
300,Saint Charles,MO,63301,Midwest,0.218390805,0.165644172,0.19047619,0.011947869,0.34939759,0.424657534,0.4,0.644736842,0.355263158,0.658536585,0.466666667,0.072922686,0.094201959,0,0.705882353,0.647058824,38.7881062,-90.4974359,146,4.11,0
301,Florissant,MO,63031,Midwest,0.275862069,0.165644172,0.183673469,0.032059889,0.554216867,0.219178082,0.2,0.565789474,0.434210526,0.451219512,0.488888889,0.032196926,0.099649783,0,0.294117647,0.705882353,38.789217,-90.322614,156,4.02,0
302,Alexandria,VA,22304,South,0.586206897,0.171779141,0.210884354,0.076799978,0.734939759,0.808219178,0.2,0.657894737,0.342105263,0.268292683,0.488888889,0.191794753,0.451196576,0.294117647,0,0.705882353,38.8048355,-77.0469214,145,4.13,1
303,Colorado Springs,CO,80918,West,0.264367816,0.110429448,0.183673469,0.007675929,0.337349398,0.424657534,0.6,0.828947368,0.171052632,0.646341463,0.355555556,0.100658731,0.124229846,1,0.705882353,0.294117647,38.8338816,-104.8213634,102,4.01,0
304,Fairfax,VA,22030,South,0.505747126,0.171779141,0.19047619,0.050219022,0.56626506,0.671232877,0.4,0.75,0.25,0.426829268,0.266666667,0.217612389,0.387703483,0.529411765,0,0.764705882,38.8462236,-77.3063733,157,4.12,1
305,Arlington,VA,22204,South,0.656321839,0.171779141,0.197278912,0.1156136,0.710843373,0.917808219,0.2,0.934210526,0.065789474,0.280487805,0.577777778,0.22859124,0.12627278,0.294117647,0.235294118,0.529411765,38.8799697,-77.1067698,120,4.18,0
306,Olathe,KS,66062,Midwest,0.183908046,0.196319018,0.380952381,0.015541723,0.361445783,0.561643836,0.4,0.644736842,0.355263158,0.634146341,0.177777778,0.099734196,0.073707763,0.529411765,0.647058824,0.764705882,38.8813958,-94.8191285,113,4.02,0
307,Falls Church,VA,22042,South,0.942528736,0.171779141,0.170068027,0.081939867,0.710843373,0.95890411,0.2,0,1,0.292682927,0.244444444,0.229631342,0.408197678,0.529411765,0.235294118,0.764705882,38.882334,-77.1710914,133,4.2,1
308,Washington,DC,20011,South,0.736781609,0.282208589,0.163265306,0.134016844,0.975903614,0.657534247,0.4,0.881578947,0.118421053,0.012195122,0.866666667,0.254709349,0.451196576,0.294117647,0,0,38.9071923,-77.0368707,120,4.13,1
309,Lees Summit,MO,64081,Midwest,0.103448276,0.233128834,0.31292517,0.013453219,0.590361446,0.493150685,0.2,0.644736842,0.355263158,0.414634146,0.244444444,0.083092569,0.108534924,0.470588235,0.235294118,0.705882353,38.9108408,-94.3821724,126,3.95,0
310,Columbia,MO,65203,Midwest,0.183908046,0.190184049,0.115646259,0.005831536,0.481927711,0.698630137,0.6,0.776315789,0.223684211,0.5,0.711111111,0.06321507,0.111939815,0,1,0.411764706,38.9517053,-92.3340724,84,4.12,0
311,Hyattsville,MD,20783,South,0.551724138,0.282208589,0.163265306,0.077247515,0.963855422,0.328767123,0.2,0.907894737,0.092105263,0.036585366,0.688888889,0.096706345,0.109215902,1,0,0,38.9559442,-76.9455301,151,4.14,1
312,Lawrence,KS,66044,Midwest,0.32183908,0.165644172,0.156462585,0.006129894,0.614457831,0.643835616,0.4,0.934210526,0.065789474,0.37804878,0.688888889,0.069224546,0.073707763,0.470588235,0.764705882,0.294117647,38.9716689,-95.2352501,83,4.07,0
313,Annapolis,MD,21401,South,0.436781609,0.282208589,0.19047619,0.027069178,0.469879518,0.561643836,0.4,0.763157895,0.236842105,0.524390244,0.511111111,0.169074309,0.217069849,0.294117647,0.176470588,0.529411765,38.9784453,-76.4921829,122,4.04,0
314,Overland Park,KS,66212,Midwest,0.264367816,0.196319018,0.421768707,0.041322538,0.361445783,0.726027397,0.4,0.644736842,0.355263158,0.634146341,0.2,0.117970646,0.080549971,0.529411765,0.705882353,0.705882353,38.9822282,-94.6707917,117,4.14,0
315,Bowie,MD,20721,South,0.16091954,0.282208589,0.197278912,0.023705874,0.963855422,0.575342466,0.2,0.907894737,0.092105263,0.036585366,0.377777778,0.133410378,0.380893703,0.235294118,0,0.764705882,39.0067768,-76.7791365,183,4.04,1
316,Topeka,KS,66614,Midwest,0.264367816,0.165644172,0.136054422,0.007350448,0.457831325,0.287671233,0.4,0.710526316,0.289473684,0.536585366,0.488888889,0.03455449,0.103054673,0.764705882,1,0.176470588,39.0473451,-95.6751576,82,3.96,0
317,Grand Junction,CO,81504,West,0.218390805,0.079754601,0.197278912,0.004787285,0.277108434,0.301369863,0.4,0.934210526,0.065789474,0.719512195,0.422222222,0.081243499,0.136519878,0.941176471,0.941176471,0.235294118,39.0638705,-108.5506486,103,4.17,0
318,Rockville,MD,20850,South,0.471264368,0.171779141,0.197278912,0.052158347,0.734939759,0.767123288,0.4,0.618421053,0.381578947,0.256097561,0.222222222,0.247636658,0.353589727,0.294117647,0,0.705882353,39.0839973,-77.1527578,161,4.14,1
319,Independence,MO,64055,Midwest,0.183908046,0.233128834,0.19047619,0.015216242,0.590361446,0.164383562,0.4,0.644736842,0.355263158,0.414634146,0.466666667,0.035479025,0.108534924,0.470588235,0.529411765,0,39.0911161,-94.4155068,148,4.04,0
320,Laurel,MD,20707,South,0.448275862,0.288343558,0.19047619,0.029700151,0.963855422,0.465753425,0.2,0.907894737,0.092105263,0.036585366,0.622222222,0.131399515,0.374051495,0.294117647,0,0.470588235,39.0992752,-76.8483061,160,4,1
321,Kansas City,MO,64118,Midwest,0.254022989,0.233128834,0.836734694,0.018918589,0.590361446,0.369863014,0.4,0.644736842,0.355263158,0.414634146,0.577777778,0.069686814,0.120111551,0.470588235,0.647058824,0,39.0997265,-94.5785667,138,4.09,0
322,Cincinnati,OH,45238,Midwest,0.46091954,0.165644172,0.115646259,0.031002075,0.506024096,0.356164384,0.2,0.671052632,0.328947368,0.5,0.844444444,0.049809315,0.095563915,0,0.529411765,0,39.1031182,-84.5120196,137,4.16,0
323,Kansas City,KS,66102,Midwest,0.218390805,0.18404908,1,0.01472802,0.686746988,0.136986301,0.4,0.842105263,0.157894737,0.304878049,0.533333333,0.043799838,0.120111551,0.470588235,0.647058824,0.176470588,39.1155314,-94.6267873,134,4.08,0
324,Bloomington,IN,47401,Midwest,0.333333333,0.239263804,0.149659864,0.005750166,0.56626506,0.684931507,0.6,0.881578947,0.118421053,0.414634146,1,0.068300012,0.204098839,0.411764706,1,0.470588235,39.165325,-86.5263857,82,4.11,0
325,Baltimore,MD,21215,South,0.645977011,0.288343558,0.129251701,0.098932693,0.927710843,0.301369863,0.4,0.710526316,0.289473684,0.06097561,0.844444444,0.053461227,0.233445749,0.235294118,0,0,39.2903848,-76.6121893,134,4.1,1
326,Hamilton,OH,45011,Midwest,0.333333333,0.153374233,0.088435374,0.009777995,0.313253012,0.123287671,0.4,0.802631579,0.197368421,0.682926829,0.555555556,0.041030394,0.137881834,0,0.411764706,0,39.3995008,-84.5613355,131,4.09,0
327,Frederick,MD,21702,South,0.379310345,0.196319018,0.210884354,0.011527456,0.445783133,0.424657534,0.4,0.684210526,0.315789474,0.548780488,0.533333333,0.110343234,0.353589727,0.235294118,0,0.529411765,39.4142688,-77.4105409,100,4.05,0
328,Terre Haute,IN,47802,Midwest,0.298850575,0.226993865,0.040816327,0.004760161,0.481927711,0.219178082,0.4,0.868421053,0.131578947,0.524390244,0.733333333,0.024846874,0.137200856,0.176470588,0.941176471,0.176470588,39.4667034,-87.4139092,97,4.23,0
329,Reno,NV,89502,West,0.302298851,0.134969325,0.136054422,0.002142751,0.493975904,0.342465753,0.4,0.947368421,0.052631579,0.5,0.511111111,0.124696637,0.176794863,0.764705882,0.705882353,0.470588235,39.5296329,-119.8138027,84,4,0
330,Sparks,NV,89436,West,0.32183908,0.116564417,0.136054422,0.012015677,0.493975904,0.232876712,0.4,0.947368421,0.052631579,0.5,0.377777778,0.113576794,0.176794863,0.411764706,0.470588235,0.529411765,39.5349112,-119.7526886,83,4,0
331,Littleton,CO,80123,West,0.310344828,0.141104294,0.238095238,0.024573823,0.518072289,0.534246575,0.4,0.842105263,0.157894737,0.475609756,0.377777778,0.162140298,0.169271678,0.764705882,0.294117647,0.529411765,39.613321,-105.0166498,129,4.15,0
332,Hagerstown,MD,21740,South,0.471264368,0.245398773,0.034013605,0.010469642,0.361445783,0.123287671,0.4,0.723684211,0.276315789,0.634146341,0.577777778,0.065757541,0.090764641,0,0.470588235,0.294117647,39.6417629,-77.7199932,96,4.26,0
333,Newark,DE,19702,South,0.344827586,0.251533742,0.176870748,0.026838629,0.674698795,0.671232877,0.4,0.710526316,0.289473684,0.317073171,0.822222222,0.092800185,0.182923666,0.176470588,0.705882353,0.529411765,39.6837226,-75.7496572,122,4.14,0
334,Lakewood,CO,80123,West,0.333333333,0.141104294,0.265306122,0.044984201,0.493975904,0.424657534,0.4,0.842105263,0.157894737,0.5,0.422222222,0.139026927,0.208184707,0.764705882,0.294117647,0.235294118,39.7047095,-105.0813734,141,4.24,0
335,Chico,CA,95926,West,0.379310345,0.17791411,0.142857143,0.002780151,0.43373494,0.356164384,0.6,0.960526316,0.039473684,0.536585366,0.622222222,0.127470242,0.475063234,0.411764706,1,0.529411765,39.7284944,-121.8374777,91,4.22,1
336,Aurora,CO,80013,West,0.326436782,0.104294479,0.238095238,0.029428916,0.554216867,0.301369863,0.6,0.921052632,0.078947368,0.426829268,0.466666667,0.118224893,0.208184707,0.764705882,0,0.470588235,39.7294319,-104.8319195,144,4.1,0
337,Denver,CO,80219,West,0.525287356,0.122699387,0.129251701,0.053256845,0.771084337,0.547945205,0.4,0.618421053,0.381578947,0.219512195,0.622222222,0.150583613,0.208184707,0.764705882,0.411764706,0.294117647,39.7392358,-104.990251,111,4.25,1
338,Wilmington,DE,19805,South,0.712643678,0.251533742,0.197278912,0.034948533,0.674698795,0.356164384,0.4,0.710526316,0.289473684,0.317073171,0.8,0.089333179,0.199980543,0.176470588,0.647058824,0,39.744655,-75.5483909,139,4.19,0
339,Dayton,OH,45424,Midwest,0.402298851,0.190184049,0.06122449,0.024058478,0.493975904,0.178082192,0.4,0.763157895,0.236842105,0.512195122,0.8,0.013290188,0.121505934,0.411764706,0.647058824,0,39.7589478,-84.1916069,115,4.2,0
340,Indianapolis,IN,46227,Midwest,0.214942529,0.239263804,0.12244898,0.029564533,0.602409639,0.315068493,0.4,0.789473684,0.210526316,0.390243902,0.6,0.048422512,0.097606849,0,0.470588235,0,39.768403,-86.158068,147,4.1,0
341,Springfield,IL,62704,Midwest,0.264367816,0.226993865,0.136054422,0.01369733,0.421686747,0.438356164,0.4,0.565789474,0.434210526,0.573170732,0.533333333,0.037328094,0.092126597,0.647058824,0.941176471,0,39.7817213,-89.6501481,82,4.12,0
342,Arvada,CO,80004,West,0.298850575,0.104294479,0.156462585,0.028628775,0.493975904,0.452054795,0.4,0.842105263,0.157894737,0.5,0.311111111,0.151508147,0.203417861,0.764705882,0.176470588,0.647058824,39.8027644,-105.0874842,147,4.16,0
