,city,state,zip,region,gradeWalking,avgDaysOfEnjoyableWeather,avgInternetSpeed,avgPopulationDensity,percentDemocrat,percentGraduates,percentIndependent,percentNonReligious,percentReligious,percentRepublican,percentSingle,avgHomePrice,avgCostOfLiving,gradeAirQuality,gradeLowTraffic,gradeSafety,lat,lon,pizzaPlaceTotal,pizzaRatingAvg,group
89,Shreveport,LA,71106,South,0.21839080459770113,0.21472392638036808,0.12244897959183675,0.006943596837408628,0.506024096385542,0.2876712328767123,0.2,0.5789473684210527,0.4210526315789474,0.49999999999999994,0.6444444444444444,0.03547902461574021,0.09076464102730397,0.1764705882352941,0.7647058823529411,0.1764705882352941,32.5251516,-93.75017890000001,75,4.08,2
90,Chula Vista,CA,91911,West,0.3413793103448276,0.9938650306748467,0.17687074829931976,0.06748308176356511,0.506024096385542,0.31506849315068497,0.4,0.736842105263158,0.2631578947368421,0.48780487804878053,0.3555555555555556,0.20143302900728072,0.44163045593099415,0.1764705882352941,0.1764705882352941,0.7058823529411764,32.6400541,-117.0841955,146,4.3,0
91,Yuma,AZ,85364,West,0.2413793103448276,0.3558282208588957,0.06802721088435375,0.001098498718418162,0.3734939759036144,0.16438356164383564,0.2,0.8421052631578948,0.15789473684210525,0.6341463414634146,0.3111111111111111,0.05258291921876806,0.16654776574356311,1.0,1.0,0.411764705882353,32.6926512,-114.62769159999999,97,4.12,2
92,San Diego,CA,92154,West,0.442528735632184,0.9938650306748467,0.09523809523809525,0.056226860327922214,0.506024096385542,0.5068493150684932,0.4,0.736842105263158,0.2631578947368421,0.48780487804878053,0.5333333333333332,0.2315035247890905,0.44163045593099415,0.1764705882352941,0.5294117647058822,0.6470588235294117,32.715738,-117.1610838,122,4.37,1
93,Arlington,TX,76010,South,0.2827586206896552,0.27607361963190186,0.19047619047619047,0.05202272943027246,0.3734939759036144,0.3424657534246575,0.4,0.6315789473684211,0.3684210526315789,0.6219512195121951,0.4222222222222223,0.06968681382179591,0.017056877877942744,0.411764705882353,0.29411764705882354,0.29411764705882354,32.735687,-97.1080656,148,4.09,2
94,Grand Prairie,TX,75052,South,0.21839080459770113,0.27607361963190186,0.17687074829931976,0.03431113280985123,0.5662650602409638,0.2191780821917808,0.2,0.5921052631578948,0.40789473684210537,0.43902439024390244,0.33333333333333326,0.07893216225586502,0.13583890005836952,0.4705882352941176,0.23529411764705882,0.5294117647058822,32.7459645,-96.9977846,167,4.16,2
95,Fort Worth,TX,76137,South,0.24827586206896554,0.27607361963190186,0.1564625850340136,0.024546699757245348,0.3734939759036144,0.2876712328767123,0.4,0.6315789473684211,0.3684210526315789,0.6219512195121951,0.4222222222222223,0.0765745984051774,0.16586678772942476,0.411764705882353,0.23529411764705882,0.23529411764705882,32.7554883,-97.3307658,137,4.21,2
96,Mesquite,TX,75150,South,0.27586206896551724,0.27607361963190186,0.30612244897959184,0.04103774224609084,0.5662650602409638,0.136986301369863,0.2,0.5921052631578948,0.40789473684210537,0.43902439024390244,0.3999999999999999,0.057875881197272626,0.13583890005836952,0.411764705882353,0.0,0.23529411764705882,32.76679550000001,-96.5991593,163,3.99,2
97,Charleston,SC,29412,South,0.27586206896551724,0.4171779141104294,0.10884353741496598,0.014687334716628017,0.48192771084337344,0.5890410958904109,0.4,0.75,0.24999999999999994,0.5121951219512195,0.6222222222222222,0.12146076505258294,0.16246189765873276,0.9411764705882353,0.7058823529411764,0.6470588235294117,32.776474900000004,-79.93105120000001,103,3.93,1
98,Dallas,TX,75217,South,0.38620689655172413,0.27607361963190186,0.1564625850340136,0.04894422067618699,0.5662650602409638,0.3424657534246575,0.2,0.5921052631578948,0.40789473684210537,0.43902439024390244,0.5777777777777777,0.12259332023575639,0.13583890005836952,0.411764705882353,0.23529411764705882,0.23529411764705882,32.7766642,-96.7969879,141,4.1,2
99,El Cajon,CA,92021,West,0.48275862068965514,0.9938650306748467,0.22448979591836737,0.03284646785196035,0.506024096385542,0.2054794520547945,0.4,0.736842105263158,0.2631578947368421,0.48780487804878053,0.5777777777777777,0.1944990176817289,0.44163045593099415,0.1764705882352941,0.4705882352941176,0.5294117647058822,32.7947731,-116.96252690000001,165,4.27,0
100,Irving,TX,75061,South,0.367816091954023,0.25766871165644173,0.217687074829932,0.042217611239947384,0.5662650602409638,0.3835616438356164,0.2,0.5921052631578948,0.40789473684210537,0.43902439024390244,0.37777777777777777,0.09693747833121462,0.13583890005836952,0.4705882352941176,0.411764705882353,0.5294117647058822,32.814017699999994,-96.9488945,169,4.18,2
101,Macon,GA,31204,South,0.2298850574712644,0.24539877300613494,0.14965986394557823,0.006292634633901569,0.6024096385542168,0.136986301369863,0.2,0.6973684210526316,0.3026315789473684,0.4146341463414634,0.8222222222222222,0.03178088524211256,0.060055775342110373,0.5294117647058822,0.7058823529411764,0.0,32.8406946,-83.6324022,83,3.98,2
102,North Charleston,SC,29405,South,0.17241379310344826,0.39263803680981596,0.09523809523809525,0.024343274068649393,0.48192771084337344,0.1917808219178082,0.4,0.75,0.24999999999999994,0.5121951219512195,0.6444444444444444,0.06922454640009246,0.16246189765873276,0.9411764705882353,0.4705882352941176,0.0,32.8771106,-80.01305140000001,123,4.0,2
103,Garland,TX,75040,South,0.3034482758620689,0.25766871165644173,0.13605442176870747,0.05430109714254717,0.5662650602409638,0.2191780821917808,0.2,0.5921052631578948,0.40789473684210537,0.43902439024390244,0.3555555555555556,0.07153588350860973,0.10785394642972956,0.4705882352941176,0.1764705882352941,0.4705882352941176,32.912624,-96.6388833,169,4.16,2
104,Keller,TX,76244,South,0.1264367816091954,0.27607361963190186,0.17006802721088438,0.040535958880887485,0.3734939759036144,0.6712328767123288,0.4,0.6315789473684211,0.3684210526315789,0.6219512195121951,0.0444444444444444,0.16673985900843638,0.1283157143783643,0.4705882352941176,0.0,0.9411764705882353,32.9341893,-97.229298,146,4.17,1
105,Richardson,TX,75080,South,0.3448275862068966,0.25766871165644173,0.27891156462585037,0.047059142628531135,0.5662650602409638,0.6164383561643836,0.2,0.5921052631578948,0.40789473684210537,0.43902439024390244,0.24444444444444446,0.10601086328441003,0.13583890005836952,0.4705882352941176,0.4705882352941176,0.6470588235294117,32.948333500000004,-96.72985190000001,157,4.23,1
106,Carrollton,TX,75007,South,0.27586206896551724,0.2392638036809816,0.17006802721088438,0.04408912757503018,0.5662650602409638,0.4246575342465753,0.2,0.5921052631578948,0.40789473684210537,0.43902439024390244,0.24444444444444446,0.10225355368080435,0.13583890005836952,0.4705882352941176,0.411764705882353,0.6470588235294117,32.975641499999995,-96.88996359999999,156,4.27,2
107,Summerville,SC,29483,South,0.08045977011494251,0.25766871165644173,0.08843537414965986,0.008638810909041594,0.3734939759036144,0.31506849315068497,0.4,0.7105263157894738,0.2894736842105264,0.6219512195121951,0.288888888888889,0.07662082514734775,0.10101173876386271,0.9411764705882353,0.1764705882352941,0.4705882352941176,33.0185039,-80.17564809999998,102,4.06,2
108,Plano,TX,75025,South,0.3034482758620689,0.25766871165644173,0.163265306122449,0.047560925993734494,0.2891566265060241,0.6438356164383561,0.2,0.605263157894737,0.3947368421052632,0.7195121951219513,0.2222222222222222,0.1362533225470935,0.18156170957909068,0.4705882352941176,0.29411764705882354,0.7058823529411764,33.0198431,-96.6988856,155,4.25,1
109,Lewisville,TX,75067,South,0.27586206896551724,0.2392638036809816,0.12925170068027209,0.03932896646188481,0.27710843373493976,0.3561643835616438,0.4,0.8684210526315791,0.13157894736842107,0.7195121951219513,0.37777777777777777,0.09742285912400324,0.11262079252869828,0.4705882352941176,0.411764705882353,0.5294117647058822,33.046233,-96.994174,154,4.23,2
110,Allen,TX,75002,South,0.17241379310344826,0.25766871165644173,0.1564625850340136,0.02404491639204199,0.2891566265060241,0.6575342465753424,0.2,0.605263157894737,0.3947368421052632,0.7195121951219513,0.0888888888888889,0.1366693632266266,0.07030287307866911,0.4705882352941176,0.1764705882352941,0.8823529411764706,33.1031744,-96.67055030000002,142,4.24,1
111,Escondido,CA,92027,West,0.3563218390804598,0.7975460122699387,0.17687074829931976,0.015731586584753925,0.506024096385542,0.2191780821917808,0.4,0.736842105263158,0.2631578947368421,0.48780487804878053,0.37777777777777777,0.20097076158557725,0.44163045593099415,0.1764705882352941,0.411764705882353,0.5294117647058822,33.1192068,-117.086421,146,4.22,0
112,Frisco,TX,75034,South,0.11494252873563218,0.25766871165644173,0.3673469387755102,0.02192928923064405,0.27710843373493976,0.7534246575342465,0.4,0.605263157894737,0.3947368421052632,0.7195121951219513,0.0,0.16895273315613082,0.19861858745703354,0.4705882352941176,0.1764705882352941,0.7058823529411764,33.1506744,-96.8236116,158,4.22,1
113,Carlsbad,CA,92009,West,0.19540229885057472,0.7975460122699387,0.06802721088435375,0.0373896415639367,0.506024096385542,0.6164383561643836,0.4,0.736842105263158,0.2631578947368421,0.48780487804878053,0.2666666666666666,0.32855656997573096,0.44163045593099415,0.1764705882352941,0.0,0.7058823529411764,33.158093300000004,-117.3505939,124,4.15,1
114,Oceanside,CA,92057,West,0.27586206896551724,0.7975460122699387,0.17006802721088438,0.037593067252532655,0.506024096385542,0.3013698630136986,0.4,0.736842105263158,0.2631578947368421,0.48780487804878053,0.3999999999999999,0.20651797064601873,0.44163045593099415,0.1764705882352941,0.1764705882352941,0.5294117647058822,33.1958696,-117.3794834,123,4.08,0
115,Mckinney,TX,75070,South,0.14942528735632185,0.25766871165644173,0.19727891156462585,0.014361853614874487,0.2891566265060241,0.5753424657534245,0.2,0.605263157894737,0.3947368421052632,0.7195121951219513,0.1333333333333333,0.12238529989598984,0.11466372657111357,0.4705882352941176,0.0,0.7058823529411764,33.1983388,-96.63893420000001,146,4.01,2
116,Vista,CA,92084,West,0.3563218390804598,0.7975460122699387,0.17687074829931976,0.037199777587913804,0.506024096385542,0.1917808219178082,0.4,0.736842105263158,0.2631578947368421,0.48780487804878053,0.4666666666666668,0.1944990176817289,0.13103962643491796,0.1764705882352941,0.5294117647058822,0.6470588235294117,33.2000368,-117.2425355,129,4.23,2
117,Tuscaloosa,AL,35401,South,0.2298850574712644,0.1901840490797546,0.13605442176870747,0.007540312190623432,0.3734939759036144,0.4246575342465753,0.2,0.6447368421052632,0.3552631578947369,0.6341463414634146,0.7777777777777779,0.05720559343580261,0.07370776314936112,0.0,0.7058823529411764,0.1764705882352941,33.2098407,-87.56917349999998,93,4.01,2
118,Denton,TX,76210,South,0.21839080459770113,0.2392638036809816,0.14965986394557823,0.018593107937670373,0.27710843373493976,0.4246575342465753,0.4,0.8684210526315791,0.13157894736842107,0.7195121951219513,0.6444444444444444,0.08817751068993412,0.05937479732797191,0.4705882352941176,0.29411764705882354,0.6470588235294117,33.2148412,-97.1330683,110,4.13,2
119,Chandler,AZ,85225,West,0.2298850574712644,0.2392638036809816,0.23129251700680276,0.021088463051114097,0.397590361445783,0.4794520547945205,0.4,0.7894736842105263,0.21052631578947373,0.5975609756097562,0.3555555555555556,0.11822489310065873,0.10785394642972956,0.7058823529411764,0.4705882352941176,0.6470588235294117,33.3061605,-111.8412502,135,4.22,2
120,Gilbert,AZ,85234,West,0.18850574712643678,0.2392638036809816,0.19727891156462585,0.04041390346772991,0.397590361445783,0.4794520547945205,0.4,0.7894736842105263,0.21052631578947373,0.5975609756097562,0.1777777777777777,0.120536230209176,0.10101173876386271,0.7058823529411764,0.23529411764705882,0.7647058823529411,33.3528264,-111.789027,132,4.21,2
121,Mesa,AZ,85204,West,0.2804597701149425,0.2392638036809816,0.17687074829931976,0.027001369732969883,0.397590361445783,0.273972602739726,0.4,0.7894736842105263,0.21052631578947373,0.5975609756097562,0.3999999999999999,0.09048884779845141,0.11193981451455992,0.7058823529411764,0.29411764705882354,0.5294117647058822,33.4151843,-111.83147240000001,152,4.24,2
122,Tempe,AZ,85281,West,0.45977011494252873,0.25766871165644173,0.17687074829931976,0.05500630619634648,0.397590361445783,0.4657534246575343,0.4,0.7894736842105263,0.21052631578947373,0.5975609756097562,0.8444444444444443,0.09742285912400324,0.07506971917763794,0.7058823529411764,0.7058823529411764,0.23529411764705882,33.4255104,-111.9400054,144,4.25,2
123,Phoenix,AZ,85032,West,0.325287356321839,0.25766871165644173,0.2108843537414966,0.0392204727613003,0.397590361445783,0.3013698630136986,0.4,0.7894736842105263,0.21052631578947373,0.5975609756097562,0.5555555555555554,0.09014214723217381,0.11193981451455992,0.7058823529411764,0.411764705882353,0.29411764705882354,33.4483771,-112.07403729999999,156,4.27,2
124,Augusta,GA,30906,South,0.11494252873563218,0.2392638036809816,0.17006802721088438,0.015026377530954609,0.6867469879518071,0.2191780821917808,0.0,0.7236842105263159,0.27631578947368424,0.32926829268292684,0.4666666666666668,0.027620478446781463,0.06618457746935591,0.4705882352941176,0.7058823529411764,0.1764705882352941,33.4734978,-82.0105148,82,3.98,2
125,Temecula,CA,92592,West,0.20689655172413793,0.22085889570552147,0.272108843537415,0.00905922399880657,0.46987951807228906,0.3835616438356164,0.4,0.75,0.24999999999999994,0.524390243902439,0.288888888888889,0.18201779729573558,0.4750632336727413,0.0,0.0,0.6470588235294117,33.4936391,-117.14836480000001,90,4.17,0
126,Scottsdale,AZ,85254,West,0.2172413793103448,0.25766871165644173,0.326530612244898,0.01033402498067456,0.397590361445783,0.6849315068493151,0.4,0.7894736842105263,0.21052631578947373,0.5975609756097562,0.3555555555555556,0.167225239801225,0.11193981451455992,0.7058823529411764,0.6470588235294117,0.6470588235294117,33.494170399999994,-111.9260519,150,4.29,1
127,Birmingham,AL,35242,South,0.26436781609195403,0.22085889570552147,0.11564625850340136,0.018945712464570028,0.5180722891566265,0.2602739726027397,0.0,0.5263157894736843,0.47368421052631576,0.49999999999999994,0.7999999999999998,0.08355483647289957,0.09896880472144753,0.0,0.5294117647058822,0.0,33.5185892,-86.8103567,116,3.96,2
128,Glendale,AZ,85308,West,0.2701149425287356,0.2392638036809816,0.17687074829931976,0.048767918412737164,0.397590361445783,0.2191780821917808,0.4,0.7894736842105263,0.21052631578947373,0.5975609756097562,0.5555555555555554,0.08350860973072922,0.4074842726506258,0.7058823529411764,0.23529411764705882,0.0,33.538652299999995,-112.18598659999999,148,4.28,0
129,Murrieta,CA,92562,West,0.17241379310344826,0.4171779141104294,0.27891156462585037,0.011893621926576888,0.46987951807228906,0.2876712328767123,0.4,0.75,0.24999999999999994,0.524390243902439,0.2666666666666666,0.16905720559343582,0.4750632336727413,0.0,0.0,0.7647058823529411,33.553914299999995,-117.21392320000001,99,4.12,0
130,Lubbock,TX,79424,South,0.28505747126436776,0.12269938650306748,0.17687074829931976,0.007418256777465859,0.22891566265060237,0.31506849315068497,0.4,0.5263157894736843,0.47368421052631576,0.7804878048780488,0.5555555555555554,0.044724373049809314,0.07643167520591476,0.411764705882353,1.0,0.0,33.5778631,-101.85516650000001,74,4.02,2
131,Peoria,AZ,85345,West,0.16091954022988506,0.2392638036809816,0.2653061224489796,0.017006387566621914,0.397590361445783,0.3287671232876712,0.4,0.7894736842105263,0.21052631578947373,0.5975609756097562,0.33333333333333326,0.10389460302785161,0.14264868019975352,0.7058823529411764,0.1764705882352941,0.6470588235294117,33.5805955,-112.23737790000001,140,4.2,2
132,Mission Viejo,CA,92691,West,0.31034482758620685,0.6441717791411044,0.19047619047619047,0.06866295075742165,0.4216867469879518,0.6164383561643836,0.4,0.7236842105263159,0.27631578947368424,0.5731707317073171,0.1777777777777777,0.28926383913093723,0.4750632336727413,0.0,0.23529411764705882,0.8823529411764706,33.596891299999996,-117.6581562,128,4.26,1
133,Surprise,AZ,85374,West,0.09195402298850575,0.2392638036809816,0.2585034013605442,0.016925017291183533,0.397590361445783,0.31506849315068497,0.4,0.7894736842105263,0.21052631578947373,0.5975609756097562,0.06666666666666665,0.08955969028082747,0.10101173876386271,0.7058823529411764,0.0,0.7647058823529411,33.62923370000001,-112.36792790000001,139,4.18,2
134,Huntington Beach,CA,92647,West,0.48275862068965514,0.6441717791411044,0.2925170068027211,0.08175000339042815,0.4216867469879518,0.4794520547945205,0.4,0.7236842105263159,0.27631578947368424,0.5731707317073171,0.37777777777777777,0.32185369236103084,0.39999351449510345,0.0,0.1764705882352941,0.6470588235294117,33.6594835,-117.99880259999999,164,4.34,1
135,Costa Mesa,CA,92627,West,0.574712643678161,0.6441717791411044,0.23809523809523808,0.09371143387987035,0.4216867469879518,0.41095890410958896,0.4,0.7236842105263159,0.27631578947368424,0.5731707317073171,0.5333333333333332,0.32116029122847567,0.4750632336727413,0.0,0.6470588235294117,0.4705882352941176,33.6638439,-117.9047429,150,4.37,0
136,Irvine,CA,92620,West,0.3896551724137931,0.6441717791411044,0.2108843537414966,0.03924759618644643,0.4216867469879518,0.8493150684931507,0.4,0.7236842105263159,0.27631578947368424,0.5731707317073171,0.3555555555555556,0.33710851727724483,0.4750632336727413,0.0,0.29411764705882354,0.8823529411764706,33.6845673,-117.82650490000002,145,4.37,1
137,Myrtle Beach,SC,29588,South,0.31034482758620685,0.39263803680981596,0.04761904761904763,0.012436090429499438,0.30120481927710835,0.2602739726027397,0.2,0.7631578947368421,0.2368421052631579,0.7073170731707318,0.5111111111111113,0.05581879117069224,0.1064595628769699,0.9411764705882353,0.9411764705882353,0.0,33.689060299999994,-78.8866943,103,4.03,2
138,Indio,CA,92201,West,0.18390804597701146,0.22085889570552147,0.12244897959183675,0.029293299157817653,0.46987951807228906,0.12328767123287673,0.4,0.75,0.24999999999999994,0.524390243902439,0.288888888888889,0.11591355599214145,0.4750632336727413,0.0,0.411764705882353,0.411764705882353,33.7205771,-116.2155619,74,4.12,0
139,Santa Ana,CA,92704,West,0.5896551724137931,0.6441717791411044,0.2585034013605442,0.13584767484437935,0.4216867469879518,0.0821917808219178,0.4,0.7236842105263159,0.27631578947368424,0.5731707317073171,0.4444444444444444,0.22916907430948805,0.4750632336727413,0.0,0.29411764705882354,0.7058823529411764,33.7454725,-117.867653,139,4.35,0
140,Hemet,CA,92544,West,0.2298850574712644,0.4171779141104294,0.27891156462585037,0.008381138370153383,0.46987951807228906,0.0684931506849315,0.4,0.75,0.24999999999999994,0.524390243902439,0.5555555555555554,0.09280018490696869,0.4750632336727413,0.0,0.1764705882352941,0.1764705882352941,33.7475203,-116.97196840000001,92,4.07,0
141,Atlanta,GA,31139,South,0.4126436781609195,0.3067484662576687,0.163265306122449,0.0344331882230088,0.6506024096385541,0.5753424657534245,0.2,0.5394736842105263,0.4605263157894736,0.35365853658536583,0.8444444444444443,0.10725759852074425,0.16654776574356311,0.23529411764705882,0.29411764705882354,0.0,33.7489954,-84.3879824,133,4.12,1
142,Douglasville,GA,30135,South,0.11494252873563218,0.24539877300613494,0.12244897959183675,0.010469642106405197,0.506024096385542,0.3287671232876712,0.2,0.75,0.24999999999999994,0.5121951219512195,0.5111111111111113,0.06321506991794754,0.08735975095661197,0.23529411764705882,0.0,0.0,33.7514966,-84.7477136,104,3.74,2
143,Westminster,CA,92683,West,0.5287356321839081,0.6441717791411044,0.217687074829932,0.12159431493008938,0.4216867469879518,0.2191780821917808,0.4,0.7236842105263159,0.27631578947368424,0.5731707317073171,0.37777777777777777,0.2558419045417774,0.4750632336727413,0.0,0.23529411764705882,0.5294117647058822,33.75917570000001,-117.9897058,169,4.37,0
144,Long Beach,CA,90805,West,0.6413793103448275,1.0,0.17006802721088438,0.11679346867922483,0.7108433734939759,0.3287671232876712,0.4,0.5526315789473685,0.4473684210526316,0.28048780487804875,0.6222222222222222,0.21992372587541895,0.4074842726506258,0.0,0.0,0.5294117647058822,33.770050399999995,-118.1937395,153,4.33,0
145,Garden Grove,CA,92840,West,0.5172413793103449,0.6441717791411044,0.23129251700680276,0.1305857303660306,0.4216867469879518,0.1780821917808219,0.4,0.7236842105263159,0.27631578947368424,0.5731707317073171,0.4222222222222223,0.23610308563503987,0.24437382450223744,0.0,0.23529411764705882,0.7058823529411764,33.774269200000006,-117.9379952,164,4.36,2
146,Decatur,GA,30032,South,0.5057471264367817,0.25766871165644173,0.12244897959183675,0.04125472964725986,0.8192771084337349,0.9178082191780821,0.2,0.855263157894737,0.1447368421052631,0.18292682926829268,0.5555555555555554,0.06506413960476136,0.09556391465075553,0.23529411764705882,0.5294117647058822,0.4705882352941176,33.7748275,-84.2963123,136,4.15,1
147,Perris,CA,92570,West,0.1264367816091954,0.22085889570552147,0.272108843537415,0.011785128225992378,0.46987951807228906,0.027397260273972615,0.4,0.75,0.24999999999999994,0.524390243902439,0.48888888888888893,0.11637582341384492,0.14264868019975352,0.0,0.0,0.5294117647058822,33.7825194,-117.22864779999999,147,4.04,2
148,Orange,CA,92867,West,0.4252873563218391,0.6441717791411044,0.272108843537415,0.07351804385857846,0.4216867469879518,0.3972602739726028,0.4,0.7236842105263159,0.27631578947368424,0.5731707317073171,0.4444444444444444,0.2666127354674679,0.4750632336727413,0.0,0.29411764705882354,0.7647058823529411,33.7879139,-117.8531007,147,4.36,0
149,Torrance,CA,90503,West,0.5862068965517242,1.0,0.2857142857142857,0.10013968563950257,0.7108433734939759,0.5342465753424657,0.4,0.5526315789473685,0.4473684210526316,0.28048780487804875,0.3555555555555556,0.297122385299896,0.4074842726506258,0.0,0.29411764705882354,0.7058823529411764,33.835849200000006,-118.34062879999999,164,4.29,1
150,Anaheim,CA,92804,West,0.4666666666666667,0.6441717791411044,0.19727891156462585,0.10058722215441367,0.4216867469879518,0.2465753424657534,0.4,0.7236842105263159,0.27631578947368424,0.5731707317073171,0.4222222222222223,0.23009360915289495,0.4750632336727413,0.0,0.1764705882352941,0.5294117647058822,33.8365932,-117.91430120000001,161,4.33,0
151,Fullerton,CA,92833,West,0.47126436781609193,0.6441717791411044,0.24489795918367346,0.08230603360592376,0.4216867469879518,0.4520547945205479,0.4,0.7236842105263159,0.27631578947368424,0.5731707317073171,0.3999999999999999,0.263145729804692,0.4750632336727413,0.0,0.0,0.5294117647058822,33.8703645,-117.9242123,169,4.31,0
152,Corona,CA,92882,West,0.27586206896551724,0.22085889570552147,0.25170068027210885,0.021807233817486477,0.46987951807228906,0.3013698630136986,0.4,0.75,0.24999999999999994,0.524390243902439,0.33333333333333326,0.19773488963365307,0.09624489266489389,0.0,0.0,0.7058823529411764,33.8752935,-117.56643840000001,151,4.23,2
153,Compton,CA,90221,West,0.5632183908045977,1.0,0.272108843537415,0.1233844609897338,0.7108433734939759,0.0547945205479452,0.4,0.5526315789473685,0.4473684210526316,0.28048780487804875,0.6222222222222222,0.13925806078816597,0.4074842726506258,0.0,0.0,0.411764705882353,33.8958492,-118.2200712,174,4.36,0
154,Norwalk,CA,90650,West,0.5287356321839081,1.0,0.12925170068027209,0.14567991645985054,0.7108433734939759,0.136986301369863,0.4,0.5526315789473685,0.4473684210526316,0.28048780487804875,0.5333333333333332,0.19218768057321162,0.462092223879629,0.0,0.0,0.6470588235294117,33.9022367,-118.08173300000001,169,4.34,0
155,Wichita Falls,TX,76308,South,0.20689655172413793,0.1901840490797546,0.08163265306122448,0.00287508306548951,0.19277108433734935,0.2465753424657534,0.4,0.5,0.5,0.8170731707317074,0.4444444444444444,0.044724373049809314,0.06346066541280238,0.411764705882353,1.0,0.23529411764705882,33.913708500000006,-98.49338730000001,87,4.09,2
156,Hawthorne,CA,90250,West,0.6206896551724138,1.0,0.30612244897959184,0.188548489903305,0.7108433734939759,0.1780821917808219,0.4,0.5526315789473685,0.4473684210526316,0.28048780487804875,0.6222222222222222,0.2557494510574367,0.4074842726506258,0.0,0.0,0.5294117647058822,33.9164032,-118.35257479999999,157,4.31,0
157,Downey,CA,90242,West,0.5057471264367817,1.0,0.3129251700680272,0.1218113023312584,0.7108433734939759,0.2465753424657534,0.4,0.5526315789473685,0.4473684210526316,0.28048780487804875,0.4444444444444444,0.22223506298393622,0.4074842726506258,0.0,0.0,0.5294117647058822,33.9401088,-118.13315929999999,172,4.36,0
158,Norcross,GA,30093,South,0.574712643678161,0.25766871165644173,0.163265306122449,0.04182432157532854,0.4216867469879518,0.273972602739726,0.2,0.7631578947368421,0.2368421052631579,0.5853658536585367,0.37777777777777777,0.06968681382179591,0.08735975095661197,0.23529411764705882,0.0,0.23529411764705882,33.9412127,-84.2135309,160,4.17,2
159,Moreno Valley,CA,92553,West,0.20689655172413793,0.4171779141104294,0.3129251700680272,0.022539566296431918,0.46987951807228906,0.1506849315068493,0.4,0.75,0.24999999999999994,0.524390243902439,0.5111111111111113,0.12192303247428637,0.5481224463324469,0.0,0.0,0.5294117647058822,33.9424658,-117.2296717,151,4.11,0
160,Athens,GA,30606,South,0.17241379310344826,0.2883435582822086,0.13605442176870747,0.012205541315757355,0.6385542168674698,0.5342465753424657,0.6,0.8421052631578948,0.15789473684210525,0.34146341463414637,0.6666666666666667,0.05581879117069224,0.08463583890005832,0.7058823529411764,0.9411764705882353,0.411764705882353,33.9519347,-83.357567,84,3.99,1
161,Marietta,GA,30062,South,0.26436781609195403,0.24539877300613494,0.14285714285714285,0.029062750044075568,0.397590361445783,0.43835616438356156,0.4,0.7105263157894738,0.2894736842105264,0.6097560975609757,0.5333333333333332,0.11267768404021727,0.08735975095661197,0.23529411764705882,0.1764705882352941,0.23529411764705882,33.95260200000001,-84.5499327,151,4.14,2
162,South Gate,CA,90280,West,0.5862068965517242,1.0,0.14285714285714285,0.1750139007553874,0.7108433734939759,0.027397260273972615,0.4,0.5526315789473685,0.4473684210526316,0.28048780487804875,0.5333333333333332,0.16907430948803884,0.4074842726506258,0.0,0.0,0.4705882352941176,33.954737,-118.21201609999999,175,4.36,0
163,Lawrenceville,GA,30043,South,0.20689655172413793,0.3067484662576687,0.14285714285714285,0.03262948045079133,0.4216867469879518,0.2191780821917808,0.2,0.7631578947368421,0.2368421052631579,0.5853658536585367,0.5555555555555554,0.07430948803883047,0.08735975095661197,0.29411764705882354,0.0,0.5294117647058822,33.9562149,-83.9879625,135,3.99,2
164,Inglewood,CA,90301,West,0.6206896551724138,1.0,0.2857142857142857,0.1748240367793645,0.7108433734939759,0.1780821917808219,0.4,0.5526315789473685,0.4473684210526316,0.28048780487804875,0.6444444444444444,0.20836704033283254,0.4074842726506258,0.0,0.0,0.5294117647058822,33.9616801,-118.3531311,149,4.27,0
165,Bell Gardens,CA,90201,West,0.6091954022988506,1.0,0.3129251700680272,0.23111870567015202,0.7108433734939759,0.0,0.4,0.5526315789473685,0.4473684210526316,0.28048780487804875,0.5555555555555554,0.19311221541661852,0.4074842726506258,0.0,0.0,0.7058823529411764,33.965291799999996,-118.1514588,184,4.36,0
166,Whittier,CA,90605,West,0.5517241379310345,1.0,0.1564625850340136,0.08021752986967194,0.7108433734939759,0.2876712328767123,0.4,0.5526315789473685,0.4473684210526316,0.28048780487804875,0.48888888888888893,0.2129897145498671,0.4074842726506258,0.0,0.0,0.5294117647058822,33.97917929999999,-118.032844,176,4.33,0
167,Riverside,CA,92503,West,0.33218390804597697,0.22085889570552147,0.1564625850340136,0.03781005465370167,0.46987951807228906,0.2602739726027397,0.4,0.75,0.24999999999999994,0.524390243902439,0.5111111111111113,0.1505836126199006,0.2887346779946819,0.0,0.0,0.4705882352941176,33.9806005,-117.3754942,150,4.23,2
168,Lexington,SC,29072,South,0.13793103448275865,0.2392638036809816,0.08163265306122448,0.0080014104181076,0.2409638554216867,0.5068493150684932,0.4,0.6578947368421053,0.34210526315789475,0.7560975609756099,0.37777777777777777,0.0604414653877268,0.08395486088591997,0.4705882352941176,0.5294117647058822,0.4705882352941176,33.9815369,-81.2362107,102,4.1,2
169,Columbia,SC,29223,South,0.28735632183908044,0.2392638036809816,0.07482993197278913,0.014931445542943164,0.6746987951807228,0.5068493150684932,0.2,0.7631578947368421,0.2368421052631579,0.32926829268292684,0.7999999999999998,0.056281058592395704,0.12286789026525713,0.411764705882353,1.0,0.0,34.0007104,-81.0348144,108,4.01,1
